id,price,city,neighbourhood,property_type,room_type,accommodates,bathrooms,bedrooms,beds
5940069,450.0,"south end, boston",,house,entire home/apt,6,1,2,3
8228903,99.0,boston,roxbury,house,private room,2,2,1,1
8310807,99.0,boston,roxbury,house,private room,1,2,1,1
9834532,250.0,roxbury crossing,roxbury,house,entire home/apt,6,2,2,3
4460532,92.0,boston,,apartment,private room,1,1,1,1
11948017,99.0,boston,mattapan,loft,shared room,2,1,1,1
4263736,125.0,boston,roxbury,apartment,private room,2,1,1,1
69369,85.0,boston,roxbury,apartment,private room,2,1,1,1
13077603,35.0,boston,,apartment,private room,1,1,1,1
8735827,90.0,boston,roxbury,townhouse,private room,2,1,1,1
13978700,450.0,boston,roxbury,apartment,entire home/apt,10,3,0,3
8703026,35.0,boston,roxbury,apartment,shared room,1,1,1,1
12504504,100.0,boston,roxbury,apartment,private room,1,1,1,1
14855404,52.0,boston,,apartment,private room,1,1,1,1
658029,163.0,boston,roxbury,apartment,entire home/apt,4,0,1,1
13918656,650.0,boston,,apartment,entire home/apt,7,2,3,3
6709682,65.0,roxbury crossing,,apartment,private room,2,1,1,1
4615251,83.0,boston,roxbury,apartment,private room,1,1,1,1
3656168,40.0,boston,roxbury,apartment,private room,1,1,1,1
7784616,50.0,boston,roxbury,apartment,private room,1,1,1,1
7618925,625.0,boston,roxbury,apartment,entire home/apt,8,2,4,5
13549924,200.0,boston,roxbury,apartment,entire home/apt,4,1,0,2
8734707,90.0,boston,roxbury,apartment,private room,2,1,1,1
5146580,65.0,boston,,apartment,private room,2,1,1,1
8815738,300.0,boston,roxbury,apartment,entire home/apt,4,2,2,2
13735741,50.0,boston,roxbury,apartment,private room,2,1,1,1
8495348,100.0,boston,,house,private room,2,1,1,1
14418787,75.0,boston,roxbury,apartment,private room,3,1,1,3
7161203,35.0,boston,roxbury,apartment,private room,1,1,1,1
5146447,63.0,boston,,apartment,private room,2,1,1,1
5146451,63.0,boston,,apartment,private room,2,1,1,1
1197857,167.0,boston,roxbury,apartment,entire home/apt,4,1,1,2
13797162,150.0,boston,,apartment,entire home/apt,2,1,1,1
9961767,150.0,boston,,apartment,entire home/apt,2,1,1,1
163941,225.0,boston,roxbury,apartment,entire home/apt,6,1,2,3
11011124,50.0,boston,roxbury,apartment,private room,1,1,1,1
12796808,53.0,boston,,apartment,private room,1,0,1,0
4555637,81.0,boston,roxbury,apartment,private room,1,1,1,1
1638584,79.0,boston,roxbury,apartment,private room,1,1,1,1
9896359,195.0,boston,south end,apartment,entire home/apt,2,1,1,1
5885130,295.0,boston,south end,apartment,entire home/apt,2,1,1,1
6068207,120.0,boston,south end,apartment,private room,2,1,1,1
11213228,200.0,boston,south end,apartment,entire home/apt,7,2,2,5
2301709,250.0,boston,south end,apartment,entire home/apt,6,1,2,2
1077105,176.0,boston,south end,apartment,entire home/apt,2,1,0,1
1183032,150.0,boston,south end,apartment,entire home/apt,2,1,1,1
9765,229.0,boston,south end,apartment,entire home/apt,2,1,0,1
9870,279.0,boston,south end,apartment,entire home/apt,2,1,1,1
27141,279.0,boston,south end,apartment,entire home/apt,2,1,1,1
650956,290.0,boston,south end,apartment,entire home/apt,6,1,2,3
1044307,275.0,boston,south end,apartment,entire home/apt,2,1,0,1
11856912,185.0,boston,south end,apartment,entire home/apt,4,2,2,2
6992859,399.0,boston,south end,apartment,entire home/apt,4,1,1,1
3969526,255.0,boston,south end,apartment,entire home/apt,4,1,2,2
1166808,75.0,boston,south end,apartment,shared room,1,1,1,1
8439661,250.0,boston,south end,apartment,entire home/apt,6,1,2,2
5433246,100.0,boston,south end,apartment,private room,2,1,1,1
6793945,215.0,boston,south end,apartment,entire home/apt,4,1,1,1
2846739,125.0,boston,south end,house,private room,1,1,1,1
6575654,110.0,boston,south end,apartment,private room,2,1,1,1
8193344,125.0,boston,south end,condominium,private room,2,1,1,1
6355733,80.0,boston,south end,apartment,private room,2,1,1,1
9862792,373.0,boston,south end,apartment,entire home/apt,8,2,3,4
13995573,525.0,boston,south end,apartment,entire home/apt,8,2,3,4
7954808,299.0,boston,south end,condominium,entire home/apt,4,2,2,2
11687031,269.0,boston,south end,condominium,entire home/apt,2,1,1,1
7649517,189.0,boston,south end,apartment,entire home/apt,4,1,1,2
8575476,215.0,boston,south end,apartment,entire home/apt,2,1,0,1
8902304,279.0,boston,,condominium,entire home/apt,4,1,2,2
7919500,289.0,boston,south end,condominium,entire home/apt,4,1,1,2
7456890,229.0,boston,south end,apartment,entire home/apt,2,1,1,1
8987722,154.0,boston,south end,apartment,entire home/apt,4,1,1,2
9208166,236.0,boston,south end,apartment,entire home/apt,6,2,2,3
7540480,175.0,boston,south end,apartment,entire home/apt,4,1,1,2
14918869,60.0,boston,,apartment,shared room,1,1,1,1
7921131,229.0,boston,south end,condominium,entire home/apt,4,1,1,2
8988506,234.0,boston,south end,apartment,entire home/apt,6,2,2,3
7634365,329.0,boston,south end,apartment,entire home/apt,4,2,2,2
7358714,209.0,boston,south end,apartment,entire home/apt,4,1,1,2
2326445,195.0,boston,south end,apartment,entire home/apt,2,1,0,1
8518665,169.0,boston,south end,apartment,entire home/apt,4,1,1,2
13494185,145.0,boston,south end,townhouse,entire home/apt,2,1,0,1
10427199,219.0,boston,south end,apartment,entire home/apt,2,1,0,1
851927,150.0,boston,south end,apartment,entire home/apt,1,1,1,1
12287958,215.0,boston,south end,apartment,entire home/apt,2,1,0,1
4461901,155.0,boston,south end,apartment,private room,2,1,1,1
5714786,138.0,boston,south end,apartment,entire home/apt,2,1,0,1
13713143,170.0,boston,south end,townhouse,private room,2,1,1,1
1277618,170.0,boston,south end,apartment,entire home/apt,2,1,1,1
9731479,195.0,boston,south end,apartment,entire home/apt,4,1,2,2
1899770,125.0,boston,south end,apartment,private room,2,1,1,1
13707814,250.0,boston,south end,condominium,entire home/apt,3,1,2,2
2916208,100.0,boston,south end,apartment,private room,1,1,1,1
8082512,137.0,boston,south end,apartment,entire home/apt,2,1,0,1
8403945,137.0,boston,south end,apartment,entire home/apt,2,1,0,1
8686165,199.0,boston,south end,condominium,entire home/apt,4,1,1,2
4750791,239.0,boston,south end,apartment,entire home/apt,4,1,1,1
8846202,185.0,boston,south end,apartment,entire home/apt,2,1,1,1
2292495,175.0,boston,south end,apartment,entire home/apt,4,1,1,1
13171246,200.0,boston,south end,apartment,entire home/apt,4,1,2,2
1489289,175.0,boston,,apartment,entire home/apt,2,1,1,1
14591627,125.0,boston,south end,condominium,private room,3,1,1,2
12384469,150.0,boston,south end,apartment,entire home/apt,2,1,1,1
8206536,150.0,boston,south end,apartment,entire home/apt,2,1,0,1
9933886,75.0,boston,south end,dorm,private room,2,1,1,1
7205210,200.0,boston,south end,apartment,entire home/apt,2,1,1,1
13318173,275.0,boston,south end,apartment,entire home/apt,3,1,2,2
8992733,120.0,boston,south end,apartment,private room,1,1,1,1
5783197,600.0,boston,south end,apartment,entire home/apt,5,2,3,4
7796658,125.0,boston,,apartment,private room,2,1,1,1
11588543,265.0,boston,south end,apartment,entire home/apt,3,1,2,2
1275498,160.0,boston,south end,apartment,entire home/apt,2,1,1,1
8025718,155.0,boston,south end,apartment,entire home/apt,2,1,0,1
7476340,137.0,boston,south end,apartment,entire home/apt,2,1,0,1
4879702,99.0,boston,south end,apartment,entire home/apt,3,1,1,1
225224,98.0,boston,south end,house,private room,1,0,1,1
7694559,150.0,boston,south end,apartment,entire home/apt,2,1,0,1
12253029,125.0,boston,south end,apartment,entire home/apt,2,1,0,1
7714627,235.0,boston,south end,apartment,entire home/apt,3,1,1,1
12890156,149.0,boston,,apartment,entire home/apt,4,1,1,1
5074924,100.0,boston,south end,apartment,entire home/apt,2,1,0,1
2372987,164.0,boston,south end,apartment,entire home/apt,2,1,1,1
7368611,185.0,boston,south end,apartment,entire home/apt,4,1,2,2
3601030,250.0,boston,south end,apartment,entire home/apt,3,1,1,2
9841645,100.0,boston,south end,apartment,private room,2,1,1,1
14414330,275.0,boston,south end,apartment,entire home/apt,4,1,2,2
4860853,225.0,boston,south end,apartment,entire home/apt,2,1,0,1
5532549,250.0,boston,south end,apartment,entire home/apt,6,1,2,3
8631257,50.0,boston,south end,loft,private room,1,1,1,1
9663423,115.0,boston,,condominium,entire home/apt,3,1,1,1
6763409,150.0,boston,south end,apartment,entire home/apt,2,1,0,1
3289921,170.0,boston,south end,apartment,entire home/apt,4,1,0,2
5976821,125.0,boston,south end,apartment,shared room,2,1,1,1
8680170,250.0,boston,south end,apartment,entire home/apt,2,2,2,1
11841986,229.0,boston,south end,apartment,entire home/apt,4,1,2,3
6287797,90.0,boston,south end,apartment,private room,2,1,1,1
8827268,200.0,boston,south end,apartment,entire home/apt,4,1,1,1
5075267,100.0,boston,south end,apartment,entire home/apt,2,1,0,1
798957,306.0,boston,,apartment,entire home/apt,4,2,2,2
11710680,229.0,boston,south end,apartment,entire home/apt,4,1,2,2
11686744,199.0,boston,south end,condominium,entire home/apt,2,1,1,1
8088370,67.0,boston,south end,loft,shared room,1,1,1,1
4742275,120.0,boston,south end,apartment,entire home/apt,2,1,0,1
7645862,239.0,boston,south end,apartment,entire home/apt,3,1,0,1
9821291,130.0,boston,south end,apartment,entire home/apt,4,1,1,2
9611852,197.0,boston,,apartment,entire home/apt,2,1,0,1
7294565,85.0,boston,south end,apartment,private room,2,1,1,1
14821911,225.0,boston,south end,apartment,entire home/apt,3,1,1,1
8303267,1300.0,boston,south end,house,entire home/apt,8,4,5,6
9728602,266.0,boston,,apartment,entire home/apt,4,2,2,2
5058148,160.0,boston,south end,apartment,entire home/apt,2,1,1,1
6762011,150.0,boston,south end,apartment,entire home/apt,2,1,0,1
11873789,280.0,boston,south end,apartment,entire home/apt,3,1,2,2
12496332,60.0,boston,south end,apartment,private room,2,1,1,1
585148,225.0,boston,south end,apartment,entire home/apt,2,1,1,1
5582163,170.0,boston,south end,apartment,entire home/apt,2,1,1,1
5352623,168.0,boston,south end,bed & breakfast,private room,2,1,1,1
322593,183.0,boston,south end,apartment,entire home/apt,2,1,1,1
6810723,137.0,boston,south end,apartment,entire home/apt,2,1,0,1
11902134,300.0,boston,south end,apartment,entire home/apt,6,1,2,2
14461998,166.0,boston,,apartment,entire home/apt,3,1,0,1
10227043,350.0,boston,south end,apartment,entire home/apt,4,2,2,2
14709217,149.0,boston,,apartment,entire home/apt,2,1,1,1
2683284,190.0,boston,south end,apartment,entire home/apt,4,1,1,2
11397511,180.0,boston,south end,apartment,private room,2,1,1,1
1252289,99.0,boston,south end,apartment,private room,2,1,1,1
4679319,110.0,boston,south end,apartment,entire home/apt,2,1,0,1
8006992,210.0,boston,,apartment,entire home/apt,3,1,1,1
7513605,155.0,boston,south end,apartment,entire home/apt,2,1,0,1
8371115,178.0,boston,south end,apartment,entire home/apt,2,1,1,1
13378987,600.0,boston,south end,condominium,entire home/apt,7,2,4,5
13477286,550.0,boston,south end,apartment,entire home/apt,5,2,3,4
13378936,170.0,boston,south end,townhouse,entire home/apt,4,1,1,2
11041684,129.0,boston,south end,apartment,entire home/apt,2,1,0,1
13378923,160.0,boston,south end,townhouse,entire home/apt,2,1,0,1
11771810,250.0,boston,,apartment,private room,2,1,1,1
6348631,149.0,boston,,apartment,entire home/apt,2,1,2,1
9840919,175.0,boston,south end,apartment,entire home/apt,4,1,1,2
5734770,150.0,boston,south end,apartment,private room,2,1,1,1
8480507,250.0,boston,south end,apartment,entire home/apt,4,1,1,1
9430774,100.0,boston,south end,loft,entire home/apt,2,1,1,1
4364925,200.0,boston,south end,apartment,entire home/apt,7,1,2,3
12426977,120.0,boston,south end,apartment,entire home/apt,2,1,0,1
7511737,150.0,boston,south end,apartment,entire home/apt,2,1,0,1
7694365,152.0,boston,south end,apartment,entire home/apt,2,1,0,1
12508801,200.0,boston,south end,apartment,entire home/apt,2,1,1,2
10083878,170.0,boston,south end,apartment,entire home/apt,4,1,1,1
990668,157.0,boston,south end,apartment,private room,2,1,1,1
10427882,229.0,boston,south end,apartment,entire home/apt,2,1,1,1
639111,299.0,boston,south end,bed & breakfast,private room,3,1,1,2
14933461,165.0,boston,,apartment,entire home/apt,4,1,1,1
6677700,210.0,boston,south end,apartment,entire home/apt,4,1,2,2
8316068,110.0,boston,south end,condominium,private room,2,1,1,1
8381472,400.0,boston,south end,apartment,entire home/apt,4,2,2,2
6972426,575.0,boston,south end,townhouse,entire home/apt,4,2,2,2
6759439,147.0,boston,south end,apartment,entire home/apt,2,1,0,1
6038520,200.0,boston,south end,apartment,entire home/apt,2,1,1,1
3236496,115.0,boston,south end,apartment,entire home/apt,2,1,0,1
8200839,110.0,boston,south end,condominium,private room,2,1,1,1
1106555,500.0,boston,south end,other,shared room,1,0,1,1
6939126,250.0,boston,,apartment,entire home/apt,2,1,1,1
14304682,149.0,boston,south end,apartment,private room,2,1,1,1
8595650,200.0,boston,south end,apartment,entire home/apt,4,1,1,1
2549840,417.0,boston,south end,apartment,entire home/apt,8,2,3,4
5088560,600.0,boston,south end,condominium,entire home/apt,4,2,2,2
4364989,175.0,boston,south end,apartment,entire home/apt,4,1,1,2
14091605,69.0,boston,south end,loft,private room,2,1,1,1
6758482,150.0,boston,south end,apartment,entire home/apt,2,1,0,1
7856208,180.0,boston,south end,apartment,private room,2,1,1,1
6758443,150.0,boston,south end,apartment,entire home/apt,2,1,1,1
6758462,137.0,boston,south end,apartment,entire home/apt,2,1,0,1
1810397,800.0,boston,south end,apartment,entire home/apt,8,2,3,4
14819274,199.0,boston,,apartment,entire home/apt,2,1,1,1
7377034,133.0,boston,,condominium,private room,4,1,1,2
8201104,299.0,boston,south end,condominium,entire home/apt,5,1,3,3
13460331,135.0,boston,south end,apartment,private room,1,1,1,1
14770892,275.0,boston,south end,condominium,entire home/apt,4,2,2,2
453660,99.0,boston,south end,apartment,private room,2,1,1,1
14589341,350.0,boston,south end,bed & breakfast,private room,3,1,1,2
12049787,170.0,boston,south end,apartment,entire home/apt,2,1,0,2
3808557,450.0,boston,south end,apartment,entire home/apt,6,1,2,3
1119740,186.0,boston,south end,apartment,entire home/apt,2,1,0,1
2513870,300.0,boston,south end,apartment,entire home/apt,4,1,1,1
12034317,200.0,boston,south end,apartment,entire home/apt,4,1,1,1
3842286,189.0,boston,south end,apartment,entire home/apt,4,1,1,1
13377097,150.0,boston,south end,townhouse,entire home/apt,2,1,0,1
7920541,179.0,boston,south end,condominium,entire home/apt,4,1,1,2
2694019,250.0,boston,south end,apartment,entire home/apt,3,1,1,1
11590512,229.0,boston,south end,condominium,entire home/apt,2,1,1,1
10656576,250.0,boston,south end,apartment,entire home/apt,4,1,1,2
5593888,89.0,boston,,apartment,private room,2,1,1,1
9706279,80.0,boston,,apartment,private room,1,1,1,1
14817983,119.0,boston,south end,apartment,private room,2,1,1,1
7592616,140.0,boston,south end,apartment,entire home/apt,2,1,1,1
826555,84.0,boston,south end,apartment,entire home/apt,4,1,1,2
7740592,700.0,boston,south end,house,entire home/apt,4,2,2,2
13605430,250.0,boston,south end,condominium,entire home/apt,2,1,2,1
10656206,200.0,boston,south end,apartment,entire home/apt,4,1,2,2
14486599,99.0,boston,south end,apartment,private room,2,1,1,1
7095320,150.0,boston,south end,apartment,entire home/apt,4,1,2,2
12308161,119.0,boston,south end,apartment,private room,2,1,1,1
9508975,300.0,boston,south end,apartment,entire home/apt,4,1,2,2
6248526,170.0,boston,south end,apartment,entire home/apt,2,1,1,1
1071144,269.0,boston,south end,apartment,entire home/apt,2,1,0,1
989163,170.0,boston,south end,apartment,entire home/apt,2,1,1,1
9197535,100.0,boston,south end,apartment,private room,1,1,1,1
22354,135.0,boston,south end,bed & breakfast,private room,1,0,1,1
12916551,159.0,boston,south end,apartment,entire home/apt,6,1,1,2
7214920,250.0,boston,south end,condominium,entire home/apt,3,1,2,2
7755144,225.0,boston,,apartment,entire home/apt,3,1,1,1
10391455,75.0,boston,south end,apartment,private room,2,1,1,1
5639731,144.0,boston,south end,apartment,entire home/apt,2,1,0,1
9574727,170.0,boston,south end,apartment,entire home/apt,1,1,0,1
6134013,120.0,boston,south end,house,private room,2,1,1,1
14522631,139.0,boston,south end,apartment,entire home/apt,4,1,1,2
4461846,147.0,boston,south end,apartment,entire home/apt,2,1,0,1
6444303,217.0,boston,south end,apartment,private room,2,1,1,1
824244,95.0,boston,,apartment,private room,4,1,1,1
22208,225.0,boston,south end,apartment,entire home/apt,2,1,0,1
7575052,200.0,boston,south end,apartment,entire home/apt,4,1,1,2
11060140,189.0,boston,south end,apartment,entire home/apt,2,1,0,1
14125957,150.0,boston,south end,apartment,entire home/apt,2,1,0,1
12587887,279.0,boston,south end,apartment,entire home/apt,4,1,2,2
1038465,135.0,boston,south end,house,private room,1,1,1,1
12653367,200.0,boston,south end,apartment,entire home/apt,2,1,1,1
8753913,240.0,boston,south end,apartment,entire home/apt,4,1,2,2
9949819,77.0,boston,south end,apartment,shared room,2,1,1,1
2495047,160.0,boston,south end,apartment,entire home/apt,2,1,0,1
9853959,195.0,boston,south end,apartment,entire home/apt,4,1,1,2
10671192,175.0,boston,south end,apartment,entire home/apt,2,1,1,1
9446242,150.0,boston,south end,apartment,private room,1,1,1,1
9474436,228.0,boston,,apartment,entire home/apt,2,1,1,1
1200502,145.0,boston,,apartment,entire home/apt,2,1,1,1
9757412,89.0,boston,south end,apartment,private room,1,1,1,1
7508063,238.0,boston,south end,apartment,entire home/apt,6,1,2,2
7901248,161.0,boston,south end,apartment,entire home/apt,3,1,1,1
14094279,149.0,boston,,apartment,private room,2,2,1,1
7114655,300.0,boston,south end,condominium,entire home/apt,5,1,2,5
8815257,177.0,boston,south end,apartment,entire home/apt,6,2,2,3
2215762,185.0,boston,south end,apartment,entire home/apt,2,1,1,1
14372667,240.0,boston,,apartment,entire home/apt,4,1,1,1
3903273,225.0,boston,south end,apartment,entire home/apt,2,1,1,1
12979965,125.0,boston,south end,condominium,private room,2,1,1,1
13078164,175.0,boston,,apartment,entire home/apt,2,1,1,1
5067019,150.0,boston,south end,apartment,entire home/apt,2,1,2,2
5640375,122.0,boston,south end,apartment,entire home/apt,2,1,0,1
14405817,125.0,boston,south end,apartment,entire home/apt,2,1,1,1
14589471,325.0,boston,south end,bed & breakfast,private room,2,1,1,1
13713445,170.0,boston,south end,townhouse,private room,2,1,1,1
13078068,160.0,boston,south end,condominium,entire home/apt,2,1,1,1
7095658,199.0,boston,south end,apartment,entire home/apt,4,1,2,2
8096900,160.0,boston,south end,apartment,entire home/apt,4,1,2,1
6426364,200.0,boston,south end,apartment,entire home/apt,4,1,1,1
4787233,200.0,boston,south end,apartment,entire home/apt,4,1,2,2
7916575,150.0,boston,south end,apartment,entire home/apt,2,1,0,1
12094488,350.0,boston,south end,condominium,entire home/apt,2,1,2,2
8211468,139.0,boston,south end,apartment,entire home/apt,2,1,1,1
1428355,80.0,boston,south end,apartment,entire home/apt,2,1,0,1
12290886,215.0,boston,south end,apartment,entire home/apt,4,1,1,2
526970,130.0,boston,south end,house,private room,2,1,1,1
2395326,183.0,boston,south end,condominium,entire home/apt,2,1,1,1
10734159,188.0,boston,,apartment,entire home/apt,8,1,2,2
8014383,215.0,boston,south end,apartment,entire home/apt,2,1,1,1
4609785,75.0,boston,south end,apartment,private room,2,1,1,1
5867761,45.0,boston,south end,apartment,private room,1,1,1,1
5834930,125.0,boston,south end,apartment,private room,2,1,1,1
8309604,290.0,boston,south end,apartment,entire home/apt,4,1,2,2
7965521,215.0,boston,south end,apartment,entire home/apt,2,1,1,1
1401625,255.0,boston,south end,apartment,entire home/apt,2,1,1,1
11470818,300.0,boston,south end,apartment,entire home/apt,2,1,1,1
13928400,169.0,boston,,apartment,private room,2,1,1,1
11634638,140.0,boston,south end,apartment,private room,1,1,1,1
8406972,250.0,boston,south end,apartment,entire home/apt,5,1,1,1
5768819,155.0,boston,south end,apartment,entire home/apt,2,1,0,1
5588537,200.0,boston,south end,apartment,entire home/apt,2,1,2,1
10656899,119.0,boston,south end,apartment,private room,2,1,1,1
6276572,189.0,boston,south end,apartment,entire home/apt,2,1,1,1
625012,250.0,boston,back bay,apartment,private room,2,1,1,1
13912472,254.0,boston,,apartment,entire home/apt,4,1,1,2
7342489,225.0,boston,south end,apartment,entire home/apt,4,1,2,2
6850880,137.0,boston,south end,apartment,entire home/apt,2,1,0,1
7325084,146.0,boston,south end,apartment,entire home/apt,2,1,0,1
705919,199.0,boston,south end,apartment,entire home/apt,3,1,1,1
5932402,190.0,boston,south end,apartment,entire home/apt,2,1,1,1
901914,249.0,boston,,apartment,entire home/apt,2,1,1,1
5718801,150.0,boston,south end,apartment,entire home/apt,2,1,0,1
9487079,106.0,boston,south end,apartment,entire home/apt,2,1,0,1
4410142,200.0,boston,south end,apartment,entire home/apt,3,1,1,1
8301926,99.0,boston,south end,apartment,private room,2,1,1,1
5153080,139.0,boston,south end,apartment,private room,2,1,1,1
4278067,175.0,boston,south end,apartment,entire home/apt,4,1,0,1
7620413,200.0,boston,south end,condominium,entire home/apt,2,2,1,1
1214214,450.0,boston,south end,apartment,entire home/apt,3,2,2,2
14489201,165.0,boston,south end,apartment,entire home/apt,2,1,0,1
9094794,250.0,boston,south end,apartment,entire home/apt,4,2,2,2
1425973,350.0,boston,south end,house,private room,6,2,1,3
986399,295.0,boston,south end,townhouse,private room,2,1,1,1
4549374,199.0,boston,south end,apartment,entire home/apt,3,1,1,1
639101,299.0,boston,south end,bed & breakfast,private room,2,1,1,1
9207914,130.0,boston,south end,apartment,entire home/apt,4,1,1,2
1365335,160.0,boston,south end,apartment,entire home/apt,3,1,1,1
11927580,250.0,boston,south end,apartment,entire home/apt,4,1,1,2
11585459,220.0,boston,south end,house,entire home/apt,4,1,1,2
5769127,150.0,boston,south end,apartment,entire home/apt,2,1,0,1
4294557,280.0,boston,south end,condominium,entire home/apt,5,2,2,2
6851459,150.0,boston,south end,apartment,entire home/apt,2,1,0,1
5932267,250.0,boston,south end,apartment,entire home/apt,2,1,1,1
6075932,185.0,boston,south end,apartment,private room,2,1,1,1
8782991,140.0,boston,south end,apartment,entire home/apt,2,1,1,1
4588530,150.0,boston,south end,apartment,entire home/apt,3,1,1,1
13697966,165.0,boston,south end,apartment,entire home/apt,2,1,0,1
8970393,275.0,boston,,apartment,entire home/apt,4,1,1,2
9864083,150.0,boston,south end,apartment,entire home/apt,2,1,1,1
5718921,225.0,boston,south end,apartment,entire home/apt,4,1,2,2
4178790,235.0,boston,south end,apartment,entire home/apt,6,1,2,3
11687122,189.0,boston,south end,condominium,entire home/apt,2,1,1,1
13697464,215.0,boston,south end,apartment,entire home/apt,4,1,1,2
11796879,90.0,boston,south end,apartment,private room,2,1,1,1
442735,250.0,boston,south end,apartment,entire home/apt,5,1,2,3
12318093,195.0,boston,south end,apartment,entire home/apt,2,1,0,1
3415245,650.0,boston,south end,apartment,entire home/apt,6,2,3,3
14680277,189.0,boston,south end,apartment,entire home/apt,3,1,1,2
12812461,225.0,boston,south end,apartment,entire home/apt,2,1,1,1
10567830,500.0,boston,south end,other,shared room,1,0,1,1
10634364,149.0,boston,south end,apartment,entire home/apt,4,1,1,1
543078,379.0,boston,back bay,apartment,entire home/apt,4,1,2,2
12290477,136.0,boston,back bay,apartment,entire home/apt,4,1,1,2
68902,359.0,boston,back bay,apartment,entire home/apt,4,1,2,2
627048,299.0,boston,back bay,apartment,entire home/apt,4,2,2,2
5280183,110.0,boston,back bay,apartment,entire home/apt,2,1,0,1
9918240,170.0,boston,back bay,apartment,entire home/apt,3,1,0,3
11275963,130.0,boston,back bay,apartment,entire home/apt,2,1,0,1
3182473,259.0,boston,,apartment,entire home/apt,2,1,1,1
4887325,100.0,boston,back bay,apartment,private room,1,1,1,1
13864961,99.0,boston,back bay,condominium,private room,2,2,1,1
8048838,175.0,boston,back bay,condominium,entire home/apt,2,1,1,1
56927,289.0,boston,back bay,apartment,entire home/apt,2,1,1,1
9824,209.0,boston,back bay,apartment,entire home/apt,2,1,0,1
2189086,80.0,boston,back bay,apartment,private room,1,1,1,1
9858,449.0,boston,back bay,apartment,entire home/apt,6,1,2,2
9860,251.0,boston,back bay,apartment,entire home/apt,2,1,1,1
1174776,185.0,boston,back bay,apartment,entire home/apt,1,1,0,1
28150,251.0,boston,back bay,apartment,entire home/apt,2,1,1,1
716643,349.0,boston,back bay,apartment,entire home/apt,4,1,2,2
13589,389.0,boston,back bay,apartment,entire home/apt,6,2,3,3
10859498,349.0,boston,back bay,apartment,entire home/apt,6,1,2,2
9857,342.0,boston,back bay,apartment,entire home/apt,4,1,2,2
12603280,232.0,boston,back bay,apartment,entire home/apt,2,1,1,1
10882267,1250.0,boston,back bay,apartment,entire home/apt,5,3,3,3
4948724,249.0,boston,back bay,apartment,entire home/apt,4,1,1,1
6214710,135.0,boston,back bay,apartment,entire home/apt,1,1,0,1
2701124,280.0,boston,back bay,apartment,entire home/apt,4,1,1,2
9373802,155.0,boston,,apartment,entire home/apt,8,1,1,4
14217967,200.0,boston,back bay,apartment,entire home/apt,2,1,0,1
7749568,150.0,boston,back bay,apartment,entire home/apt,4,1,1,1
10037387,239.0,boston,back bay,apartment,entire home/apt,4,1,2,2
14040844,160.0,boston,back bay,apartment,entire home/apt,3,1,0,1
1322461,174.0,boston,back bay,apartment,entire home/apt,2,1,1,1
7728508,199.0,boston,back bay,apartment,entire home/apt,2,1,0,0
2277821,425.0,boston,back bay,apartment,entire home/apt,5,2,2,2
14855656,220.0,boston,,apartment,entire home/apt,4,1,1,2
6908525,160.0,boston,back bay,apartment,entire home/apt,2,1,0,1
7856323,199.0,boston,back bay,apartment,entire home/apt,2,1,0,0
7474855,150.0,boston,back bay,apartment,entire home/apt,2,1,0,1
7475379,150.0,boston,back bay,apartment,entire home/apt,2,1,0,1
6879036,150.0,boston,back bay,apartment,entire home/apt,2,1,0,1
2881388,695.0,boston,back bay,apartment,entire home/apt,7,2,3,3
14745087,189.0,boston,south end,apartment,entire home/apt,2,1,1,1
7474044,148.0,boston,back bay,apartment,entire home/apt,2,1,0,1
8188894,400.0,boston,back bay,apartment,entire home/apt,2,1,1,1
8410270,160.0,boston,back bay,apartment,entire home/apt,2,1,1,1
7698631,300.0,boston,back bay,apartment,entire home/apt,6,2,2,3
7159343,200.0,boston,back bay,apartment,entire home/apt,4,1,1,1
14858003,275.0,boston,back bay,apartment,entire home/apt,5,1,0,2
14723758,166.0,boston,back bay,loft,entire home/apt,3,1,0,1
8663351,160.0,boston,back bay,apartment,entire home/apt,3,1,0,2
14041036,160.0,boston,back bay,apartment,entire home/apt,3,1,0,1
13729738,130.0,boston,,apartment,private room,3,1,1,2
4603803,100.0,boston,back bay,apartment,private room,2,1,1,1
13614982,225.0,boston,back bay,apartment,entire home/apt,4,1,1,2
4143561,363.0,boston,,apartment,entire home/apt,5,1,2,3
12304165,105.0,boston,back bay,apartment,private room,2,1,1,1
6323935,185.0,boston,back bay,apartment,entire home/apt,2,1,1,1
311240,175.0,boston,back bay,apartment,entire home/apt,2,1,0,1
4603588,175.0,boston,back bay,apartment,entire home/apt,3,1,1,1
13090471,80.0,boston,back bay,apartment,private room,1,1,1,1
9993826,219.0,boston,back bay,apartment,entire home/apt,3,3,1,1
9993602,219.0,boston,back bay,apartment,entire home/apt,3,1,1,1
10812807,110.0,boston,back bay,apartment,entire home/apt,2,1,1,1
2915643,289.0,boston,back bay,condominium,entire home/apt,4,1,1,2
13466910,350.0,boston,,apartment,entire home/apt,6,1,2,4
14670143,199.0,boston,,apartment,entire home/apt,3,1,1,2
5455004,232.0,boston,back bay,apartment,entire home/apt,5,2,2,3
6552654,180.0,boston,back bay,apartment,entire home/apt,2,1,1,1
8584276,189.0,boston,back bay,condominium,entire home/apt,4,1,1,2
1264217,165.0,boston,back bay,apartment,entire home/apt,3,1,1,1
